14,0.95,0.88,0.11,1
14,0.92,0.90,0.12,1
14,0.78,0.85,0.15,1
14,0.62,0.82,0.13,1
14,0.63,0.78,0.12,1
14,0.58,0.70,0.05,1
14,0.61,0.69,0.17,1
14,0.65,0.73,0.18,1
14,0.58,0.76,0.08,1
14,0.61,0.80,0.16,1
14,0.62,0.85,0.17,1
14,0.61,0.85,0.07,1
14,0.61,0.81,0.13,1
14,0.61,0.75,0.16,1
14,0.66,0.80,0.14,1
14,0.64,0.81,0.15,1
14,0.58,0.81,0.18,1
14,0.61,0.84,0.18,1
14,0.62,0.86,0.15,1
14,0.63,0.80,0.15,1
14,0.62,0.78,0.21,1
14,0.64,0.80,0.16,1
@@ 1: JAB | 2: HOOK | 3: UPPERCUT | 4: STANCE
15,-2.00,-2.00,1.97,1
15,-2.00,0.36,2.00,1
15,-1.56,1.14,1.73,1
15,-1.80,-0.13,2.00,1
15,-0.50,-0.14,1.17,1
15,-0.27,0.12,0.74,1
15,0.45,0.22,0.94,1
15,1.10,0.55,1.01,1
15,0.99,0.66,0.47,1
15,0.60,0.70,0.08,1
15,0.69,0.73,0.13,1
15,0.67,0.69,0.11,1
15,0.72,0.71,0.14,1
15,0.69,0.74,0.10,1
15,0.72,0.77,0.08,1
15,0.69,0.79,0.10,1
15,0.66,0.81,0.14,1
15,0.65,0.83,0.08,1
15,0.66,0.80,0.13,1
15,0.65,0.77,0.16,1
15,0.68,0.75,0.14,1
15,0.70,0.78,0.12,1
15,0.67,0.75,0.14,1
15,0.70,0.76,0.15,1
15,0.74,0.79,0.14,1
15,0.71,0.81,0.09,1
15,0.71,0.78,0.14,1
15,0.68,0.74,0.14,1
15,0.66,0.69,0.10,1
15,0.69,0.67,0.15,1
15,0.67,0.69,0.13,1
15,0.66,0.72,0.10,1
15,0.68,0.75,0.13,1
15,0.71,0.78,0.15,1
15,0.70,0.80,0.14,1
15,0.67,0.79,0.15,1
15,0.66,0.77,0.15,1
15,0.68,0.76,0.18,1
15,0.70,0.77,0.17,1
15,0.67,0.79,0.14,1
@@ 1: JAB | 2: HOOK | 3: UPPERCUT | 4: STANCE
16,1.59,0.10,-0.72,1
16,0.05,-0.73,-0.33,1
16,-1.83,-1.78,0.87,1
16,-2.00,-2.00,2.00,1
16,-2.00,0.96,1.52,1
16,-1.73,1.55,1.68,1
16,-1.63,-0.24,2.00,1
16,-0.47,-0.35,1.65,1
16,0.19,0.01,0.30,1
16,1.13,0.50,0.75,1
16,1.24,0.65,0.88,1
16,1.27,0.78,0.47,1
16,1.07,0.87,0.27,1
16,1.06,0.70,0.15,1
16,1.01,0.63,0.24,1
16,0.92,0.67,0.25,1
16,0.78,0.67,-0.01,1
16,0.75,0.60,0.18,1
16,0.75,0.58,0.28,1
16,0.68,0.67,0.03,1
16,0.66,0.68,0.23,1
16,0.65,0.66,0.28,1
16,0.70,0.74,0.21,1
16,0.66,0.78,0.27,1
16,0.69,0.78,0.22,1
16,0.63,0.78,0.17,1
16,0.60,0.78,0.22,1
16,0.65,0.82,0.23,1
16,0.61,0.81,0.20,1
16,0.60,0.80,0.30,1
16,0.64,0.82,0.23,1
16,0.64,0.82,0.21,1
16,0.63,0.81,0.25,1
16,0.62,0.83,0.22,1
16,0.65,0.85,0.22,1
16,0.63,0.83,0.22,1
16,0.63,0.82,0.21,1
16,0.60,0.82,0.22,1
16,0.58,0.82,0.20,1
16,0.64,0.80,0.22,1
@@ 1: JAB | 2: HOOK | 3: UPPERCUT | 4: STANCE
17,0.68,0.80,0.16,1
17,0.65,0.80,0.16,1
17,0.67,0.79,0.18,1
17,0.66,0.77,0.20,1
17,0.70,0.75,0.16,1
17,0.77,0.72,0.18,1
17,0.99,0.73,0.18,1
17,1.25,0.66,0.19,1
17,1.83,0.56,0.25,1
17,2.00,0.56,0.25,1
17,2.00,0.66,0.15,1
17,1.20,0.51,-0.13,1
17,-0.47,-0.73,-0.20,1
17,-2.00,-2.00,1.06,1
